Y,λ_ets_scenario_1,λ_product_scenario_1,BF-BOF_b,BF-BOF_cap,BF-BOF_g,BF-BOF_bank,BF-BOF_netto_emiss,BF-BlendH2-BOF_b,BF-BlendH2-BOF_cap,BF-BlendH2-BOF_g,BF-BlendH2-BOF_bank,BF-BlendH2-BOF_netto_emiss,HDRI-EAF_b,HDRI-EAF_cap,HDRI-EAF_g,HDRI-EAF_bank,HDRI-EAF_netto_emiss,BF-BlendNG-BOF_b,BF-BlendNG-BOF_cap,BF-BlendNG-BOF_g,BF-BlendNG-BOF_bank,BF-BlendNG-BOF_netto_emiss,fringe_b,fringe_g,fringe_bank,fringe_netto_emiss
2024,105.3587,360.8715,216.8279,0.0,107.0886,18.7139,198.114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0145,0.0,0.0,7.0145,0.0,1162.2078,0.0,263.6411,898.5666
2025,112.804,378.5318,179.9132,0.0,107.366,0.0,198.6271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.6357,0.0,0.0,34.6502,0.0,1059.3089,0.0,449.5674,873.3826
2026,120.6879,395.9336,127.9353,0.0,69.1542,0.0,127.9353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.6217,0.0,37.7517,38.3967,61.8751,1013.7433,0.0,615.3326,847.9781
2027,129.0846,414.2225,59.9435,0.0,32.4019,0.0,59.9435,0.0,0.0,0.0,0.0,0.0,0.0,107.0,0.0,0.0,0.0,110.3372,0.0,74.4935,26.6391,122.0948,977.4234,0.0,770.6405,822.1154
2028,138.2468,433.1748,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153.782,0.0,106.9063,5.2016,175.2194,932.9414,0.0,908.6915,794.8904
2029,147.9926,453.3504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.964,0.0,106.8735,0.0,175.1657,855.7736,0.0,997.2118,767.2533
2030,158.2186,474.1466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174.7411,0.0,106.6145,0.0,174.7411,790.1627,0.0,1047.635,739.7395
2031,169.303,496.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.2896,0.0,106.9491,0.0,175.2896,728.3885,0.0,1065.0592,710.9644
2032,181.1629,520.469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.2043,0.0,106.8971,0.0,175.2043,667.5356,0.0,1051.0534,681.5413
2033,193.8831,545.8768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.3328,0.0,106.9754,0.0,175.3328,606.3754,0.0,1006.1344,651.2944
2034,207.4616,572.7132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.5477,0.0,107.1066,0.0,175.5477,545.0918,0.0,930.8089,620.4173
2035,221.944,597.8596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,659.6865,0.0,1001.5458,588.9497
2036,237.4801,613.0622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,598.699,0.0,1043.6497,556.5951
2037,254.1037,632.5692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,537.7113,0.0,1057.9039,523.457
2038,271.8909,650.1474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,476.7233,0.0,1045.1108,489.5165
2039,290.9233,680.3483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,415.7351,0.0,1006.092,454.754
2040,311.2879,721.4779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,354.7466,0.0,941.6889,419.1496
2041,333.0781,763.1371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293.7577,0.0,852.7635,382.6831
2042,356.3936,805.5902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,232.7685,0.0,740.1986,345.3334
2043,381.3411,850.5943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.7789,0.0,604.8982,307.0793
2044,408.035,896.1202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.789,0.0,447.7884,267.8988
2045,436.5974,943.1353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.7986,0.0,269.8176,227.7695
2046,493.3902,992.2746,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.2779,138.5396
2047,532.1508,1044.4284,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,43.3043,87.9737
2048,569.5121,1099.2439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.3043
2049,608.9691,1175.6065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2050,650.7431,1261.3397,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,107.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0
2051,673.0006,1294.277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0
2052,677.1785,1320.3562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0
2053,677.3412,1355.7699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0
2054,689.8767,1377.1324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0
2055,703.3186,1397.3148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0
2056,698.3401,1428.7345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0
2057,712.3069,1433.6212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0
2058,726.553,1435.596,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,107.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0
